TX_ACCESSION	SYMBOL
ENST00000445082.1	CIDECP1
ENST00000445082.1	CIDECP
ENST00000445148.1	GAGE12G
ENST00000445148.1	GAGE12E
ENST00000445175.1	ABITRAM
ENST00000445175.1	FAM206A
ENST00000445181.5	AOPEP
ENST00000445181.5	C9orf3
ENST00000445230.1	CASTOR3
ENST00000445230.1	GATS
ENST00000445243.1	AC245100.4
ENST00000445243.1	PDE4DIPP6
ENST00000445308.1	D2HGDH
ENST00000445402.5	SLC66A3
ENST00000445402.5	PQLC3
ENST00000445553.1	HTR3C2P
ENST00000445553.1	AC131235.2
ENST00000445557.1	AC113331.2
ENST00000445557.1	OR52E1
ENST00000445603.1	C20orf196
ENST00000445603.1	SHLD1
ENST00000445605.5	FAM49A
ENST00000445605.5	CYRIA
ENST00000445629.1	AC104389.3
ENST00000445629.1	AC104389.4
ENST00000445689.1	AL358794.1
ENST00000445689.1	RPL22P3
ENST00000445744.3	AC044797.1
ENST00000445744.3	OCLNP1
ENST00000445921.5	SLC66A3
ENST00000445921.5	PQLC3
ENST00000445936.1	AC023271.1
ENST00000445936.1	AC023271.2
ENST00000445959.5	MAD1L1
ENST00000446045.1	AAED1
ENST00000446045.1	PRXL2C
ENST00000446190.5	EP400NL
ENST00000446190.5	EP400P1
ENST00000446221.6	GTF2H2C
ENST00000446221.6	GTF2H2B
ENST00000446494.1	DYNLT2B
ENST00000446494.1	TCTEX1D2
ENST00000446510.6	C11orf74
ENST00000446510.6	IFTAP
ENST00000446531.1	H2AZ2
ENST00000446531.1	H2AFV
ENST00000446532.1	CT75
ENST00000446532.1	AC010980.1
ENST00000446557.1	AL390961.1
ENST00000446557.1	SELENOOLP
ENST00000446582.2	AL137803.1
ENST00000446582.2	AL096829.2
ENST00000446586.5	KIR3DX1
ENST00000446703.5	AMY1B
ENST00000446703.5	AMY1C
ENST00000446716.5	ABCB6
ENST00000446716.5	ATG9A
ENST00000446723.4	DAZ4
ENST00000446723.4	DAZ3
ENST00000446765.5	DPY30
ENST00000446765.5	MEMO1
ENST00000446792.1	C1orf228
ENST00000446792.1	ARMH1
ENST00000446833.1	SDCCAG3
ENST00000446833.1	ENTR1
ENST00000446871.1	CYP4F25P
ENST00000446871.1	FAM95B1
ENST00000446879.5	TM4SF19
ENST00000446879.5	TM4SF19-DYNLT2B
ENST00000446977.2	KRBOX1
ENST00000446977.2	AC092042.3
ENST00000447054.5	DGKG
ENST00000447054.5	ETV5
ENST00000447063.6	TRMT9B
ENST00000447063.6	KIAA1456
ENST00000447145.5	KIR3DX1
ENST00000447169.1	AL031584.2
ENST00000447169.1	AL031584.1
ENST00000447193.2	SRP14P1
ENST00000447193.2	AC005840.2
ENST00000447236.1	SEPTIN14P24
ENST00000447236.1	SEPT14P24
ENST00000447241.6	TSBP1
ENST00000447241.6	C6orf10
ENST00000447340.1	PRSS42P
ENST00000447340.1	PRSS42
ENST00000447409.6	TRIM73
ENST00000447409.6	TRIM74
ENST00000447472.6	PLCXD1
ENST00000447545.1	AL451074.3
ENST00000447545.1	AL451074.4
ENST00000447585.1	TTTY9A
ENST00000447585.1	OFD1P5Y
ENST00000447598.6	PLA2G6
ENST00000447699.6	IARS1
ENST00000447699.6	IARS
ENST00000447721.6	MARS
ENST00000447721.6	MARS1
ENST00000447760.1	ANAPC1P6
ENST00000447760.1	AC114755.5
ENST00000447849.2	C8orf58
ENST00000447849.2	AC037459.1
ENST00000447976.1	AC004997.1
ENST00000447976.1	CASTOR1
ENST00000448258.6	FAM45A
ENST00000448258.6	DENND10
ENST00000448268.5	YAE1D1
ENST00000448268.5	YAE1
ENST00000448280.5	BMPER
ENST00000448282.6	LINC01590
ENST00000448282.6	SMIM8
ENST00000448331.7	AC098850.4
ENST00000448331.7	CCDC144A
ENST00000448332.1	EOLA1
ENST00000448332.1	CXorf40A
ENST00000448382.5	PILRB
ENST00000448382.5	STAG3L5P-PVRIG2P-PILRB
ENST00000448427.1	BABAM2
ENST00000448427.1	MRPL33
ENST00000448477.6	PLCXD1
ENST00000448505.2	AC087499.3
ENST00000448505.2	AC087499.4
ENST00000448535.1	AC009963.4
ENST00000448535.1	RPL22P8
ENST00000448695.5	C16orf62
ENST00000448695.5	VPS35L
ENST00000448720.5	C7orf43
ENST00000448720.5	TRAPPC14
ENST00000448724.1	ATP5G1P1
ENST00000448724.1	ATP5MC1P1
ENST00000448756.1	HCG19P
ENST00000448756.1	AL662795.1
ENST00000448778.1	C10orf10
ENST00000448778.1	DEPP1
ENST00000448854.1	PGAP6
ENST00000448854.1	TMEM8A
ENST00000448860.5	TRY2P
ENST00000448860.5	AC245088.1
ENST00000448933.5	SEPT8
ENST00000448933.5	SEPTIN8
ENST00000448967.1	ALS2CR12
ENST00000448967.1	FLACC1
ENST00000448979.3	AC023509.3
ENST00000448979.3	NPFF
ENST00000448993.1	SNORC
ENST00000448993.1	C2orf82
ENST00000449048.2	AL359091.2
ENST00000449048.2	AL359091.1
ENST00000449062.1	RTFDC1
ENST00000449062.1	RTF2
ENST00000449108.1	HIST2H2BB
ENST00000449108.1	AC239798.2
ENST00000449116.6	SHANK2
ENST00000449218.5	DARS
ENST00000449218.5	DARS1
ENST00000449219.2	AC138393.1
ENST00000449219.2	SEPTIN7P13
ENST00000449239.5	SEPTIN2
ENST00000449239.5	SEPT2
ENST00000449288.5	SEPTIN3
ENST00000449288.5	SEPT3
ENST00000449331.3	SNORC
ENST00000449331.3	C2orf82
ENST00000449408.6	NIBAN3
ENST00000449408.6	FAM129C
ENST00000449542.1	CCRL1P1
ENST00000449542.1	ACKR4P1
ENST00000449574.7	MFRP
ENST00000449574.7	C1QTNF5
ENST00000449611.6	CD99
ENST00000449683.5	ATP5MF
ENST00000449683.5	ATP5J2
ENST00000449803.6	SEPT9
ENST00000449803.6	SEPTIN9
ENST00000449913.6	MARCH6
ENST00000449913.6	MARCHF6
ENST00000449947.5	DAZ3
ENST00000449947.5	DAZ2
ENST00000449970.6	RASA4B
ENST00000449970.6	RASA4
ENST00000450029.3	AL445238.1
ENST00000450029.3	OR7E104P
ENST00000450032.2	AL096803.3
ENST00000450032.2	AL096803.2
ENST00000450043.2	AC068533.4
ENST00000450043.2	ASL
ENST00000450145.2	FAM197Y8
ENST00000450145.2	FAM197Y2
ENST00000450226.2	AL606534.2
ENST00000450226.2	SEPTIN14P21
ENST00000450235.5	MAD1L1
ENST00000450260.1	MIA3
ENST00000450307.7	C8orf46
ENST00000450307.7	VXN
ENST00000450436.1	SEPT7P2
ENST00000450436.1	SEPTIN7P2
ENST00000450489.1	NAT6
ENST00000450489.1	NAA80
ENST00000450534.1	TATDN2
ENST00000450534.1	AC022384.1
ENST00000450581.1	SVIL2P
ENST00000450581.1	SVILP1
ENST00000450602.6	EOLA1
ENST00000450602.6	CXorf40A
ENST00000450665.1	AC079776.2
ENST00000450665.1	RPL22P7
ENST00000450673.3	ARL17B
ENST00000450673.3	ARL17A
ENST00000450729.1	AL935212.3
ENST00000450729.1	AL935212.2
ENST00000450768.1	AC104389.2
ENST00000450768.1	AC104389.3
ENST00000450773.1	C20orf173
ENST00000450773.1	FO393401.2
ENST00000450780.6	C8orf58
ENST00000450780.6	AC037459.1
ENST00000451061.5	TTTY9A
ENST00000451061.5	OFD1P6Y
ENST00000451078.5	ELMSAN1
ENST00000451078.5	MIDEAS
ENST00000451138.1	ATP5J2-PTCD1
ENST00000451138.1	ATP5MF-PTCD1
ENST00000451200.6	KRBOX1
ENST00000451200.6	AC092042.3
ENST00000451206.1	ATP5MC1P6
ENST00000451206.1	ATP5G1P6
ENST00000451248.5	CBS
ENST00000451248.5	CBSL
ENST00000451310.1	SEPTIN2
ENST00000451310.1	SEPT2
ENST00000451376.1	MARCHF8
ENST00000451376.1	MARCH8
ENST00000451395.1	AC092634.3
ENST00000451395.1	AC092634.4
ENST00000451435.1	BPI
ENST00000451435.1	AL359555.4
ENST00000451467.1	TTTY23B
ENST00000451467.1	TTTY23
ENST00000451482.1	ZPLD2P
ENST00000451482.1	AL355877.1
ENST00000451550.1	ATP5J2P3
ENST00000451550.1	ATP5MFP3
ENST00000451608.2	AC006030.1
ENST00000451608.2	SLC4A5
ENST00000451652.5	DYNC2I2
ENST00000451652.5	WDR34
ENST00000451679.6	C6orf201
ENST00000451689.1	FAM49A
ENST00000451689.1	CYRIA
ENST00000451805.2	AURKAPS1
ENST00000451805.2	AURKAP1
ENST00000451831.1	DTX2P1-UPK3BP1-PMS2P11
ENST00000451831.1	PMS2P11
ENST00000451836.1	ITPRID2
ENST00000451836.1	SSFA2
ENST00000451887.6	ITPRID1
ENST00000451887.6	CCDC129
ENST00000451893.5	AOPEP
ENST00000451893.5	C9orf3
ENST00000451919.1	AP000347.1
ENST00000451919.1	GUSBP11
ENST00000451941.6	PTTG1IP2
ENST00000451941.6	CLDN12
ENST00000451949.6	H2AFY
ENST00000451949.6	MACROH2A1
ENST00000451963.1	STAG3
ENST00000451963.1	PVRIG
ENST00000451973.1	NUP62
ENST00000451973.1	AC011452.1
ENST00000452017.3	C3orf35
ENST00000452032.6	FDX2
ENST00000452032.6	AC011511.1
ENST00000452089.5	PILRB
ENST00000452089.5	STAG3L5P-PVRIG2P-PILRB
ENST00000452153.4	AC115989.1
ENST00000452153.4	SLC47A1P2
ENST00000452191.6	BMERB1
ENST00000452191.6	C16orf45
ENST00000452267.1	FAM25C
ENST00000452267.1	FAM25G
ENST00000452313.5	CLN3
ENST00000452313.5	NPIPB7
ENST00000452392.2	AL669918.1
ENST00000452392.2	TAP2
ENST00000452426.1	AC010141.1
ENST00000452426.1	AC010141.2
ENST00000452472.2	AL021068.1
ENST00000452472.2	AL021068.2
ENST00000452534.5	COBL
ENST00000452674.1	NAT6
ENST00000452674.1	NAA80
ENST00000452739.5	QARS
ENST00000452739.5	QARS1
ENST00000452760.2	AC087499.5
ENST00000452760.2	AC087499.4
ENST00000452794.5	PLA2G6
ENST00000452903.1	AC009502.2
ENST00000452903.1	AC009502.1
ENST00000452913.6	CIBAR1
ENST00000452913.6	FAM92A
ENST00000453018.1	HGF
ENST00000453092.3	GTF2IP1
ENST00000453092.3	GTF2IP4
ENST00000453130.1	AC007040.2
ENST00000453130.1	ATP6V1B1-AS1
ENST00000453150.5	MAGEA2
ENST00000453150.5	MAGEA2B
ENST00000453217.1	RPL22P21
ENST00000453217.1	AC002553.2
ENST00000453368.1	FAM166C
ENST00000453368.1	C2orf70
ENST00000453392.5	QARS
ENST00000453392.5	QARS1
ENST00000453405.1	SEPT14P2
ENST00000453405.1	SEPTIN14P2
ENST00000453436.5	C10orf128
ENST00000453436.5	TMEM273
ENST00000453480.5	SEPT8
ENST00000453480.5	SEPTIN8
ENST00000453505.6	TMEM189
ENST00000453505.6	PEDS1
ENST00000453514.5	PAPD4
ENST00000453514.5	TENT2
ENST00000453523.1	AC079354.1
ENST00000453523.1	AC079354.2
ENST00000453669.1	DEFT1P2
ENST00000453669.1	DEFT1P
ENST00000453711.1	C1orf228
ENST00000453711.1	ARMH1
ENST00000453731.1	FKBP1B
ENST00000453731.1	MFSD2B
ENST00000453770.1	SIRPD
ENST00000453770.1	AL049634.1
ENST00000453882.1	ARPC4-TTLL3
ENST00000453882.1	ARPC4
ENST00000453978.2	ATP5F1AP7
ENST00000453978.2	ATP5A1P7
ENST00000453980.3	MARCHF8
ENST00000453980.3	MARCH8
ENST00000454084.5	CASTOR3
ENST00000454084.5	GATS
ENST00000454088.2	ATP5F1AP1
ENST00000454088.2	ATP5A1P1
ENST00000454179.6	EP400NL
ENST00000454179.6	EP400P1
ENST00000454207.2	ZC2HC1B
ENST00000454207.2	AL049844.3
ENST00000454308.5	GARS1
ENST00000454308.5	GARS
ENST00000454337.1	AL031708.1
ENST00000454337.1	CRAMP1
ENST00000454476.2	MAB21L4
ENST00000454476.2	C2orf54
ENST00000454486.4	WHAMMP1
ENST00000454486.4	AC135983.2
ENST00000454513.5	ITPRID1
ENST00000454513.5	CCDC129
ENST00000454552.5	AC004832.3
ENST00000454552.5	MTFP1
ENST00000454577.1	TPTEP2
ENST00000454577.1	Z98749.2
ENST00000454579.5	ITPRID2
ENST00000454579.5	SSFA2
ENST00000454589.5	CCN6
ENST00000454589.5	WISP3
ENST00000454607.5	CPNE1
ENST00000454607.5	AL109827.1
ENST00000454745.2	ZNF286B
ENST00000454745.2	FOXO3B
ENST00000454758.1	FAM32CP
ENST00000454758.1	AL357037.1
ENST00000454771.1	DYNC2I1
ENST00000454771.1	WDR60
ENST00000454856.4	POTEB2
ENST00000454856.4	POTEB
ENST00000454916.1	RPL22P16
ENST00000454916.1	AC092610.1
ENST00000454983.1	AURKAPS2
ENST00000454983.1	AURKAP2
ENST00000455017.1	SEPT7P3
ENST00000455017.1	SEPTIN7P3
ENST00000455145.5	PILRB
ENST00000455145.5	STAG3L5P-PVRIG2P-PILRB
ENST00000455209.5	TPTEP2
ENST00000455209.5	Z98749.2
ENST00000455217.6	TARS
ENST00000455217.6	TARS1
ENST00000455236.4	Z83844.1
ENST00000455236.4	TRIOBP
ENST00000455287.1	AL662791.2
ENST00000455287.1	SAR1AP1
ENST00000455584.2	CDRT1
ENST00000455584.2	AC005324.3
ENST00000455618.2	RSPH10B
ENST00000455618.2	RSPH10B2
ENST00000455639.6	GUCY1A3
ENST00000455639.6	GUCY1A1
ENST00000455656.1	TMEM56
ENST00000455656.1	TLCD4-RWDD3
ENST00000455786.1	H2AFY2
ENST00000455786.1	MACROH2A2
ENST00000455805.5	C1orf228
ENST00000455805.5	ARMH1
ENST00000455843.5	AC000093.1
ENST00000455843.5	SEPT5
ENST00000455905.1	AC005020.2
ENST00000455905.1	TMEM225B
ENST00000456011.5	ITPRID1
ENST00000456011.5	CCDC129
ENST00000456057.5	AL365205.1
ENST00000456057.5	PRICKLE4
ENST00000456105.2	ACTG1P25
ENST00000456105.2	AC098934.2
ENST00000456149.1	C10orf76
ENST00000456149.1	ARMH3
ENST00000456333.2	MED14OS
ENST00000456370.6	ELOCP24
ENST00000456565.5	DARS
ENST00000456565.5	DARS1
ENST00000456570.5	AL645922.1
ENST00000456570.5	CFB
ENST00000456609.6	MARCHF10
ENST00000456609.6	MARCH10
ENST00000456614.2	AL355987.3
ENST00000456614.2	CCDC183
ENST00000456659.1	AC010141.2
ENST00000456659.1	AC010141.3
ENST00000456769.5	C7orf43
ENST00000456769.5	TRAPPC14
ENST00000456901.1	DPY19L4P2
ENST00000456901.1	AC073055.1
ENST00000456991.5	TMEM56
ENST00000456991.5	TLCD4
ENST00000457020.3	CT47A11
ENST00000457020.3	CT47A1
ENST00000457048.1	MINOS1P3
ENST00000457048.1	MICOS10P3
ENST00000457052.2	BHMG1
ENST00000457052.2	MEIOSIN
ENST00000457143.6	ATP5PF
ENST00000457143.6	ATP5J
ENST00000457222.6	TSPY10
ENST00000457222.6	TSPY3
ENST00000457254.5	COX19
ENST00000457254.5	ADAP1
ENST00000457263.1	RPS14P3
ENST00000457263.1	AL031727.1
ENST00000457335.5	SEPTIN2
ENST00000457335.5	SEPT2
ENST00000457347.6	SEPTIN4
ENST00000457347.6	SEPT4
ENST00000457519.5	PILRB
ENST00000457519.5	STAG3L5P-PVRIG2P-PILRB
ENST00000457527.6	HARS1
ENST00000457527.6	HARS
ENST00000457623.6	KIAA1324
ENST00000457623.6	ELAPOR1
ENST00000457641.5	C7orf43
ENST00000457641.5	TRAPPC14
ENST00000457665.5	TPTEP2
ENST00000457665.5	Z98749.2
ENST00000457820.1	UTP25
ENST00000457820.1	DIEXF
ENST00000457861.1	SUN1
ENST00000457861.1	GET4
ENST00000457874.1	SEPTIN2
ENST00000457874.1	SEPT2
ENST00000457977.3	CT47A8
ENST00000457977.3	CT47A3
ENST00000458060.1	AL671277.2
ENST00000458060.1	HCG4P3
ENST00000458105.1	DDR2
ENST00000458117.5	APOPT1
ENST00000458117.5	COA8
ENST00000458138.1	C21orf59
ENST00000458138.1	CFAP298
ENST00000458218.3	CT47A12
ENST00000458218.3	CT47A2
ENST00000458223.5	CBS
ENST00000458223.5	CBSL
ENST00000458280.5	STX16
ENST00000458280.5	STX16-NPEPL1
ENST00000458400.1	AC004674.2
ENST00000458400.1	AC004674.1
ENST00000458488.2	SEPT8
ENST00000458488.2	SEPTIN8
ENST00000458539.5	LGALS17A
ENST00000458539.5	AC005515.1
ENST00000458554.5	AP000347.1
ENST00000458554.5	GUSBP11
ENST00000458632.2	SHANK2
ENST00000458640.5	DDX39B
ENST00000458640.5	ATP6V1G2-DDX39B
ENST00000458657.6	C1orf228
ENST00000458657.6	ARMH1
ENST00000458703.1	SEPT14P1
ENST00000458703.1	SEPTIN14P1
ENST00000459639.5	U2AF1L5
ENST00000459639.5	U2AF1
ENST00000459667.1	VARS
ENST00000459667.1	VARS1
ENST00000459685.5	MAGED4B
ENST00000459685.5	MAGED4
ENST00000459693.1	TASOR2
ENST00000459693.1	FAM208B
ENST00000459712.1	ITGB6
ENST00000459712.1	LINC02478
ENST00000459723.1	CLEC16A
ENST00000459744.5	COP1
ENST00000459744.5	RFWD2
ENST00000459764.1	TWNK
ENST00000459870.6	QARS1
ENST00000459870.6	QARS
ENST00000459937.5	C7orf49
ENST00000459937.5	CYREN
ENST00000459963.5	NCSTN
ENST00000459993.5	TASOR
ENST00000459993.5	FAM208A
ENST00000460052.1	NT5C1B
ENST00000460052.1	NT5C1B-RDH14
ENST00000460144.5	C8orf46
ENST00000460144.5	VXN
ENST00000460150.1	TEX55
ENST00000460150.1	C3orf30
ENST00000460216.5	FAM122C
ENST00000460216.5	PABIR3
ENST00000460267.1	SEPTIN3
ENST00000460267.1	SEPT3
ENST00000460334.5	UROD
ENST00000460338.5	POGLUT2
ENST00000460338.5	KDELC1
ENST00000460347.1	RPL21P122
ENST00000460347.1	AC005410.1
ENST00000460362.5	ATP5C1
ENST00000460362.5	ATP5F1C
ENST00000460363.6	OFCC1
ENST00000460411.5	SEPT6
ENST00000460411.5	SEPTIN6
ENST00000460453.1	FBXO18
ENST00000460453.1	FBH1
ENST00000460459.5	CFAP20DC
ENST00000460459.5	C3orf67
ENST00000460564.5	TF
ENST00000460564.5	TFP1
ENST00000460573.5	AOPEP
ENST00000460573.5	C9orf3
ENST00000460587.1	RALGDS
ENST00000460606.1	AC009163.2
ENST00000460606.1	CHST5
ENST00000460655.5	STX16
ENST00000460655.5	STX16-NPEPL1
ENST00000460667.5	MXI1
ENST00000460672.6	P2RY8
ENST00000460715.2	RO60
ENST00000460715.2	TROVE2
ENST00000460810.1	MIX23
ENST00000460810.1	CCDC58
ENST00000460820.6	ATP5C1
ENST00000460820.6	ATP5F1C
ENST00000460880.1	AP002387.1
ENST00000460880.1	FLJ42102
ENST00000460930.2	TCP10L3
ENST00000460930.2	TCP10
ENST00000461040.5	SLC66A1L
ENST00000461040.5	PQLC2L
ENST00000461048.5	SEPTIN2
ENST00000461048.5	SEPT2
ENST00000461131.2	MYCBP2-AS1
ENST00000461131.2	AC001226.2
ENST00000461167.1	NIBAN1
ENST00000461167.1	FAM129A
ENST00000461198.5	TMEM155
ENST00000461198.5	SMIM43
ENST00000461203.5	C5orf56
ENST00000461203.5	IRF1-AS1
ENST00000461209.5	RASA4B
ENST00000461209.5	RASA4
ENST00000461229.2	AC234782.2
ENST00000461229.2	AC234782.3
ENST00000461251.5	RADX
ENST00000461251.5	CXorf57
ENST00000461287.1	ABHD16A
ENST00000461287.1	AL662899.1
ENST00000461295.1	SEPT10
ENST00000461295.1	SEPTIN10
ENST00000461322.1	MAATS1
ENST00000461322.1	CFAP91
ENST00000461328.1	VARS
ENST00000461328.1	VARS1
ENST00000461331.5	SSPO
ENST00000461331.5	SSPOP
ENST00000461348.2	T
ENST00000461348.2	TBXT
ENST00000461354.5	SLMAP
ENST00000461399.8	SGK494
ENST00000461399.8	RSKR
ENST00000461504.5	FBXO18
ENST00000461504.5	FBH1
ENST00000461548.1	AL049650.1
ENST00000461548.1	ZNF343
ENST00000461582.1	MARCHF7
ENST00000461582.1	MARCH7
ENST00000461608.1	HDAC6
ENST00000461632.1	C4B
ENST00000461632.1	C4B_2
ENST00000461645.1	MGEA5
ENST00000461645.1	OGA
ENST00000461662.1	ODR4
ENST00000461662.1	C1orf27
ENST00000461691.6	ZBED1
ENST00000461693.5	SDCCAG3
ENST00000461693.5	ENTR1
ENST00000461797.5	HTD2
ENST00000461797.5	RPP14
ENST00000461830.6	COP1
ENST00000461830.6	RFWD2
ENST00000461831.1	ZNF385C
ENST00000461863.1	TASOR
ENST00000461863.1	FAM208A
ENST00000461874.1	VARS
ENST00000461874.1	VARS1
ENST00000461906.1	CYP2C9
ENST00000462007.1	AC110749.1
ENST00000462007.1	RPS20P35
ENST00000462063.1	PPCS
ENST00000462063.1	CCDC30
ENST00000462125.5	AOPEP
ENST00000462125.5	C9orf3
ENST00000462137.5	TUSC2
ENST00000462137.5	HYAL2
ENST00000462147.5	SEPTIN2
ENST00000462147.5	SEPT2
ENST00000462172.5	RASA4B
ENST00000462172.5	RASA4
ENST00000462186.2	AC139769.1
ENST00000462186.2	RPSAP58
ENST00000462195.6	ASMTL
ENST00000462256.5	DDX39B
ENST00000462256.5	ATP6V1G2-DDX39B
ENST00000462262.1	GRIK1-AS2
ENST00000462262.1	BACH1
ENST00000462263.1	TWISTNB
ENST00000462263.1	POLR1F
ENST00000462314.1	KIAA1211L
ENST00000462314.1	CRACDL
ENST00000462327.1	FAM45A
ENST00000462327.1	DENND10
ENST00000462358.1	ADSS2
ENST00000462358.1	ADSS
ENST00000462458.5	C1orf61
ENST00000462458.5	MIR9-1HG
ENST00000462465.1	MARCH5
ENST00000462465.1	MARCHF5
ENST00000462467.5	DSCR3
ENST00000462467.5	VPS26C
ENST00000462499.5	GNAS
ENST00000462507.1	FBXO18
ENST00000462507.1	FBH1
ENST00000462576.5	RPS7
ENST00000462646.5	MINOS1
ENST00000462646.5	MICOS10
ENST00000462691.5	EOLA2
ENST00000462691.5	CXorf40B
ENST00000462716.1	ELMSAN1
ENST00000462716.1	MIDEAS
ENST00000462730.5	HDAC6
ENST00000462742.1	C21orf2
ENST00000462742.1	CFAP410
ENST00000462760.1	ATP5C1
ENST00000462760.1	ATP5F1C
ENST00000462981.2	DSG1
ENST00000462994.1	MGEA5
ENST00000462994.1	OGA
ENST00000462999.5	MLLT10
ENST00000463008.1	DARS
ENST00000463008.1	DARS1
ENST00000463091.2	PRSS46P
ENST00000463091.2	PRSS46
ENST00000463122.1	AC117395.1
ENST00000463122.1	TMEM183B
ENST00000463141.1	ZNRD1
ENST00000463141.1	POLR1H
ENST00000463151.5	KDM4A
ENST00000463184.1	VARS
ENST00000463184.1	VARS1
ENST00000463249.5	C4B
ENST00000463249.5	C4B_2
ENST00000463301.1	ATP5G1P3
ENST00000463301.1	ATP5MC1P3
ENST00000463309.5	C1orf61
ENST00000463309.5	MIR9-1HG
ENST00000463354.6	RSPH10B
ENST00000463354.6	RSPH10B2
ENST00000463372.5	AOPEP
ENST00000463372.5	C9orf3
ENST00000463375.1	TMEM56
ENST00000463375.1	TLCD4-RWDD3
ENST00000463409.6	COMMD3
ENST00000463409.6	COMMD3-BMI1
ENST00000463468.5	TASOR2
ENST00000463468.5	FAM208B
ENST00000463668.1	DOPEY2
ENST00000463668.1	DOP1B
ENST00000463681.1	AHSA2
ENST00000463681.1	AHSA2P
ENST00000463693.1	ITPRID1
ENST00000463693.1	CCDC129
ENST00000463700.1	MAATS1
ENST00000463700.1	CFAP91
ENST00000463763.6	ASMTL
ENST00000463766.1	TRIM73
ENST00000463766.1	TRIM74
ENST00000463769.6	MKL1
ENST00000463769.6	MRTFA
ENST00000463822.1	RGPD6
ENST00000463822.1	RGPD5
ENST00000463894.6	TCP10L3
ENST00000463894.6	TCP10
ENST00000463946.5	PAX4
ENST00000463976.1	MTARC1
ENST00000463976.1	MARC1
ENST00000464043.5	FAM213B
ENST00000464043.5	PRXL2B
ENST00000464052.5	EPRS1
ENST00000464052.5	EPRS
ENST00000464070.1	C7orf49
ENST00000464070.1	CYREN
ENST00000464081.1	C1orf50
ENST00000464081.1	AC098484.3
ENST00000464128.5	SEPTIN2
ENST00000464128.5	SEPT2
ENST00000464154.1	ATP5PB
ENST00000464154.1	ATP5F1
ENST00000464203.1	C1orf61
ENST00000464203.1	MIR9-1HG
ENST00000464218.5	RPS10
ENST00000464237.2	AC135721.2
ENST00000464237.2	AC135721.1
ENST00000464238.5	C1orf61
ENST00000464238.5	MIR9-1HG
ENST00000464267.1	UROS
ENST00000464337.1	AC008155.2
ENST00000464337.1	AC008155.1
ENST00000464345.1	KIAA1324
ENST00000464345.1	ELAPOR1
ENST00000464352.6	DNAI4
ENST00000464352.6	WDR78
ENST00000464413.1	KIAA1211L
ENST00000464413.1	CRACDL
ENST00000464461.1	GIMAP1-GIMAP5
ENST00000464461.1	GIMAP1
ENST00000464495.4	SOGA3
ENST00000464495.4	AL096711.2
ENST00000464499.5	FCSK
ENST00000464499.5	FUK
ENST00000464512.1	AAED1
ENST00000464512.1	PRXL2C
ENST00000464611.1	ACTB
ENST00000464624.6	GNAS
ENST00000464640.5	STX16
ENST00000464640.5	STX16-NPEPL1
ENST00000464664.3	H2BS1
ENST00000464664.3	H2BFS
ENST00000464691.1	AMY1A
ENST00000464691.1	AMY1B
ENST00000464700.5	SLC66A3
ENST00000464700.5	PQLC3
ENST00000464755.1	CYP2C19
ENST00000464755.1	AL583836.1
ENST00000464769.1	STIMATE
ENST00000464769.1	TMEM110
ENST00000464788.5	GNAS
ENST00000464792.1	KAT14
ENST00000464792.1	PET117
ENST00000464801.1	DNAI3
ENST00000464801.1	WDR63
ENST00000464903.1	TRAF3IP2
ENST00000464935.6	DHRSX
ENST00000464947.1	LRATD1
ENST00000464947.1	FAM84A
ENST00000464960.5	GNAS
ENST00000464962.6	QARS
ENST00000464962.6	QARS1
ENST00000465000.1	CCN5
ENST00000465000.1	WISP2
ENST00000465091.1	PALM2
ENST00000465091.1	PALM2AKAP2
ENST00000465127.1	AF241726.2
ENST00000465127.1	TSPAN7
ENST00000465128.3	FAM122B
ENST00000465128.3	PABIR2
ENST00000465154.1	NIBAN2
ENST00000465154.1	FAM129B
ENST00000465207.5	CARS
ENST00000465207.5	CARS1
ENST00000465240.1	CARS
ENST00000465240.1	CARS1
ENST00000465269.5	HDAC6
ENST00000465270.5	C1orf61
ENST00000465270.5	MIR9-1HG
ENST00000465331.1	CARS
ENST00000465331.1	CARS1
ENST00000465361.1	PLGLB1
ENST00000465361.1	PLGLB2
ENST00000465473.1	FPGT-TNNI3K
ENST00000465473.1	TNNI3K
ENST00000465499.1	KIAA0368
ENST00000465499.1	ECPAS
ENST00000465570.1	C1orf61
ENST00000465570.1	MIR9-1HG
ENST00000465639.5	SSPO
ENST00000465639.5	SSPOP
ENST00000465645.1	ATP5IF1
ENST00000465645.1	ATPIF1
ENST00000465732.5	CBS
ENST00000465732.5	CBSL
ENST00000465748.1	GARS1
ENST00000465748.1	GARS
ENST00000465757.5	TCTEX1D2
ENST00000465757.5	DYNLT2B
ENST00000465902.1	USP19
ENST00000465936.5	ATP5C1
ENST00000465936.5	ATP5F1C
ENST00000466052.1	YARS
ENST00000466052.1	YARS1
ENST00000466095.5	CYP2J2
ENST00000466105.5	CCSER2
ENST00000466179.2	QARS1
ENST00000466179.2	QARS
ENST00000466200.1	ABITRAM
ENST00000466200.1	FAM206A
ENST00000466211.5	SEPTIN2
ENST00000466211.5	SEPT2
ENST00000466239.5	PPT2-EGFL8
ENST00000466239.5	EGFL8
ENST00000466255.1	SLMAP
ENST00000466260.1	RTFDC1
ENST00000466260.1	RTF2
ENST00000466278.1	MKL1
ENST00000466278.1	MRTFA
ENST00000466332.1	DAZ4
ENST00000466332.1	DAZ1
